sequence,open_time,close,ema9,ema26,crossover_type,days_from_start,price_diff_abs
358,2025-07-25 01:00:00,3659.83,3692.4820438057736,3692.9330241472594,死叉,174.04166666666666,38.84999999999991
359,2025-07-25 09:30:00,3726.08,3671.021955072851,3664.3183089012514,金叉,174.39583333333334,66.25
360,2025-07-25 15:00:00,3639.68,3676.7424537651186,3679.196351690868,死叉,174.625,86.40000000000009
361,2025-07-25 21:00:00,3720.94,3669.846989451623,3666.5020117751023,金叉,174.875,81.26000000000022
362,2025-07-26 16:00:00,3730.77,3735.600188262209,3736.2431802875612,死叉,175.66666666666666,9.829999999999927
363,2025-07-26 19:00:00,3743.6,3735.3240455118103,3735.3237094858264,金叉,175.79166666666666,12.829999999999927
364,2025-07-28 13:00:00,3844.24,3875.265812877717,3877.609754523868,死叉,177.54166666666666,100.63999999999987
365,2025-07-29 06:30:00,3828.8,3800.9020681288503,3798.4606780089252,金叉,178.27083333333334,15.4399999999996
366,2025-07-29 15:00:00,3760.73,3815.8935359309794,3823.6084357829886,死叉,178.625,68.07000000000016
367,2025-07-30 02:30:00,3812.83,3791.132001784439,3789.075667163669,金叉,179.10416666666666,52.09999999999991
368,2025-07-30 10:30:00,3773.99,3799.0233627081507,3801.430481651003,死叉,179.4375,38.840000000000146
369,2025-07-30 17:00:00,3803.64,3793.0549734453784,3791.708609501741,金叉,179.70833333333334,29.65000000000009
370,2025-07-30 18:30:00,3738.37,3785.985666404034,3789.697784050435,死叉,179.77083333333334,65.26999999999998
371,2025-07-31 00:00:00,3825.2,3787.232219112677,3782.4652533933086,金叉,180.0,86.82999999999993
372,2025-07-31 13:00:00,3801.55,3838.186733015317,3840.3567370315777,死叉,180.54166666666666,23.649999999999636
373,2025-08-03 05:00:00,3452.69,3437.0948939575846,3434.8160572953093,金叉,183.20833333333334,348.8600000000001
374,2025-08-05 05:00:00,3658.49,3666.7509241604585,3667.744050353859,死叉,185.20833333333334,205.79999999999973
375,2025-08-05 06:00:00,3677.3,3668.484591462694,3668.222539740963,金叉,185.25,18.8100000000004
376,2025-08-05 06:30:00,3650.85,3664.9576731701554,3666.935684945336,死叉,185.27083333333334,26.450000000000273
377,2025-08-05 11:00:00,3683.51,3663.899424555786,3661.449675365916,金叉,185.45833333333334,32.66000000000031
378,2025-08-05 12:30:00,3628.43,3656.9292253725635,3659.4658140320294,死叉,185.52083333333334,55.08000000000038
379,2025-08-06 05:30:00,3638.51,3600.741510950611,3598.0436154100666,金叉,186.22916666666666,10.080000000000382
380,2025-08-06 12:30:00,3584.01,3610.681379967646,3611.395498841589,死叉,186.52083333333334,54.5
381,2025-08-06 14:30:00,3637.17,3611.2647732347486,3610.7811515389208,金叉,186.60416666666666,53.159999999999854
382,2025-08-10 05:30:00,4220.54,4243.042524172924,4243.721610372997,死叉,190.22916666666666,583.3699999999999
383,2025-08-10 16:30:00,4233.6,4216.140598928492,4215.98479741259,金叉,190.6875,13.0600000000004
384,2025-08-10 21:00:00,4196.71,4220.100144965383,4220.118553720291,死叉,190.875,36.89000000000033
385,2025-08-10 21:30:00,4223.33,4220.746115972307,4220.3564386298995,金叉,190.89583333333334,26.61999999999989
386,2025-08-11 10:30:00,4236.58,4269.805785512978,4273.117217097357,死叉,191.4375,13.25
387,2025-08-11 15:30:00,4329.74,4270.255604077576,4261.16650388261,金叉,191.64583333333334,93.15999999999985
388,2025-08-11 20:30:00,4243.14,4272.066177962113,4273.027853327398,死叉,191.85416666666666,86.59999999999945
389,2025-08-12 02:00:00,4293.91,4262.903481685632,4260.303070685745,金叉,192.08333333333334,50.76999999999953
390,2025-08-14 11:00:00,4707.53,4732.751776472067,4734.56567494003,死叉,194.45833333333334,413.6199999999999
391,2025-08-15 02:30:00,4621.72,4586.020277521622,4584.614693174691,金叉,195.10416666666666,85.80999999999949
392,2025-08-15 13:30:00,4540.23,4608.666739408261,4615.3457118173965,死叉,195.5625,81.49000000000069
393,2025-08-16 21:00:00,4426.53,4420.211264056043,4419.223374475921,金叉,196.875,113.69999999999982
394,2025-08-16 21:30:00,4408.37,4417.843011244834,4418.419420811038,死叉,196.89583333333334,18.159999999999854
395,2025-08-16 22:30:00,4426.53,4420.138327196694,4419.219832656926,金叉,196.9375,18.159999999999854
396,2025-08-16 23:00:00,4412.27,4418.564661757356,4418.705030237895,死叉,196.95833333333334,14.259999999999309
397,2025-08-16 23:30:00,4421.99,4419.249729405885,4418.948361331384,金叉,196.97916666666666,9.719999999999345
398,2025-08-17 00:00:00,4413.16,4418.031783524708,4418.5195938253555,死叉,197.0,8.829999999999927
399,2025-08-17 03:00:00,4430.2,4419.923009620302,4418.436991681843,金叉,197.125,17.039999999999964
400,2025-08-17 19:00:00,4479.68,4510.027629281083,4511.598666015027,死叉,197.79166666666666,49.48000000000047
401,2025-08-18 17:00:00,4353.62,4325.637069953188,4325.137067360957,金叉,198.70833333333334,126.0600000000004
402,2025-08-19 00:00:00,4286.37,4329.999954779126,4335.171078363269,死叉,199.0,67.25
403,2025-08-19 11:30:00,4308.93,4282.490433958845,4279.7740744382145,金叉,199.47916666666666,22.5600000000004
404,2025-08-19 14:00:00,4210.96,4278.127873399635,4280.698048597407,死叉,199.58333333333334,97.97000000000025
405,2025-08-20 06:00:00,4175.15,4158.777116516804,4158.680322669191,金叉,200.25,35.8100000000004
406,2025-08-20 14:00:00,4159.69,4181.556508742455,4183.736360556346,死叉,200.58333333333334,15.460000000000036
407,2025-08-20 14:30:00,4213.4,4187.925206993964,4185.933667181802,金叉,200.60416666666666,53.710000000000036
408,2025-08-21 08:30:00,4285.89,4299.115972016381,4299.875308774048,死叉,201.35416666666666,72.49000000000069
409,2025-08-22 02:00:00,4308.67,4258.665674636735,4255.699887483044,金叉,202.08333333333334,22.779999999999745
410,2025-08-22 12:00:00,4229.92,4286.427586238273,4288.564555249182,死叉,202.5,78.75
411,2025-08-22 14:00:00,4576.32,4337.487587323197,4305.6636795320865,金叉,202.58333333333334,346.39999999999964
412,2025-08-23 11:30:00,4704.93,4718.874542125046,4721.039913629795,死叉,203.47916666666666,128.61000000000058
413,2025-08-23 14:00:00,4749.17,4724.718726763535,4722.471604072768,金叉,203.58333333333334,44.23999999999978
414,2025-08-24 10:00:00,4750.05,4769.595531284444,4769.634762992948,死叉,204.41666666666666,0.8800000000001091
415,2025-08-24 14:30:00,4795.0,4770.520088121872,4766.872750563609,金叉,204.60416666666666,44.94999999999982
416,2025-08-24 22:00:00,4729.45,4803.213607762896,4808.0162039803035,死叉,204.91666666666666,65.55000000000018
417,2025-08-26 12:30:00,4497.24,4438.524534251332,4436.24448651077,金叉,206.52083333333334,232.21000000000004
418,2025-08-27 19:30:00,4565.7,4598.540264029546,4602.06668818943,死叉,207.8125,68.46000000000004
419,2025-08-28 06:00:00,4571.47,4554.181121628369,4553.349088408231,金叉,208.25,5.770000000000437
420,2025-08-28 15:00:00,4516.46,4567.730782888481,4573.764383877821,死叉,208.625,55.01000000000022
421,2025-08-30 05:00:00,4375.58,4349.436123736497,4347.264955835973,金叉,210.20833333333334,140.8800000000001
422,2025-08-30 14:00:00,4355.15,4369.612727158758,4371.251036168188,死叉,210.58333333333334,20.43000000000029
423,2025-08-31 00:00:00,4384.87,4365.380307091546,4363.019994500946,金叉,211.0,29.720000000000255
424,2025-08-31 22:30:00,4445.4,4462.70765096053,4463.3526741441865,死叉,211.9375,60.529999999999745
425,2025-09-01 08:00:00,4468.0,4424.721449651757,4422.499709697949,金叉,212.33333333333334,22.600000000000364
426,2025-09-01 11:30:00,4392.83,4420.650651918008,4424.73026515997,死叉,212.47916666666666,75.17000000000007
427,2025-09-02 03:30:00,4367.11,4339.743364152798,4339.414026499837,金叉,213.14583333333334,25.720000000000255
428,2025-09-02 12:30:00,4277.07,4351.284074773433,4362.163459876737,死叉,213.52083333333334,90.03999999999996
429,2025-09-03 02:30:00,4338.3,4325.240193110986,4323.3850183486375,金叉,214.10416666666666,61.23000000000047
430,2025-09-03 06:30:00,4307.92,4321.332921896248,4323.413336213512,死叉,214.27083333333334,30.38000000000011
431,2025-09-03 09:30:00,4351.68,4324.785587717571,4323.107929422189,金叉,214.39583333333334,43.76000000000022
432,2025-09-04 03:30:00,4398.03,4434.742101079609,4438.8801212918615,死叉,215.14583333333334,46.349999999999454
433,2025-09-05 05:30:00,4338.14,4326.4680486436255,4326.043594295285,金叉,216.22916666666666,59.88999999999942
434,2025-09-05 15:00:00,4296.52,4365.970576432384,4372.191086461853,死叉,216.625,41.61999999999989
435,2025-09-07 01:30:00,4294.99,4283.360379511936,4283.282146147708,金叉,218.0625,1.5300000000006548
436,2025-09-07 16:30:00,4284.06,4295.821010222791,4296.787385350493,死叉,218.6875,10.929999999999382
437,2025-09-07 22:30:00,4309.46,4295.349433991276,4293.191572432534,金叉,218.9375,25.399999999999636
438,2025-09-08 07:30:00,4291.78,4298.675810023651,4298.740957369522,死叉,219.3125,17.68000000000029
439,2025-09-08 09:00:00,4320.0,4302.903134732111,4300.254862515815,金叉,219.375,28.220000000000255
440,2025-09-08 19:30:00,4293.0,4323.345564308226,4324.547851450111,死叉,219.8125,27.0
441,2025-09-09 06:00:00,4345.95,4315.159623504469,4311.390229231603,金叉,220.25,52.94999999999982
442,2025-09-09 14:30:00,4306.24,4336.512598453301,4336.695805597451,死叉,220.60416666666666,39.710000000000036
443,2025-09-10 03:00:00,4310.43,4307.855084172133,4307.746323524483,金叉,221.125,4.190000000000509
444,2025-09-10 19:00:00,4309.35,4352.0388855833135,4352.250568279258,死叉,221.79166666666666,1.0799999999999272
445,2025-09-11 00:30:00,4359.83,4348.219045909047,4347.676715864514,金叉,222.02083333333334,50.47999999999956
446,2025-09-13 15:00:00,4680.83,4701.646101479336,4702.961539345315,死叉,224.625,321.0
447,2025-09-14 02:00:00,4681.16,4668.202758789281,4668.008387625153,金叉,225.08333333333334,0.32999999999992724
448,2025-09-14 04:00:00,4658.71,4667.72175400009,4668.233441296541,死叉,225.16666666666666,22.449999999999818
449,2025-09-14 05:30:00,4676.08,4669.640898048046,4668.777582698698,金叉,225.22916666666666,17.36999999999989
450,2025-09-14 07:30:00,4650.58,4665.01953584048,4667.243689368489,死叉,225.3125,25.5
451,2025-09-15 03:30:00,4636.2,4621.556659108553,4620.817902650085,金叉,226.14583333333334,14.38000000000011
452,2025-09-15 08:00:00,4560.04,4615.762817907382,4623.224982118917,死叉,226.33333333333334,76.15999999999985
453,2025-09-16 05:30:00,4529.32,4520.757650797253,4520.669063674522,金叉,227.22916666666666,30.720000000000255
454,2025-09-16 06:00:00,4515.95,4519.796120637802,4520.319503402335,死叉,227.25,13.36999999999989
455,2025-09-16 21:30:00,4507.65,4491.891491997306,4490.486721637472,金叉,227.89583333333334,8.300000000000182
456,2025-09-17 05:00:00,4482.41,4497.518239607189,4499.856379031624,死叉,228.20833333333334,25.23999999999978
457,2025-09-17 05:30:00,4514.91,4500.996591685751,4500.971462066319,金叉,228.22916666666666,32.5
458,2025-09-17 10:00:00,4485.02,4506.9931679287665,4507.69699747222,死叉,228.41666666666666,29.889999999999418
459,2025-09-17 20:00:00,4514.83,4494.570017559172,4493.919928516276,金叉,228.83333333333334,29.80999999999949
460,2025-09-18 23:00:00,4577.71,4592.844631983976,4593.6262720619725,死叉,229.95833333333334,62.88000000000011
461,2025-09-19 00:30:00,4609.79,4596.758131575796,4594.900361782671,金叉,230.02083333333334,32.07999999999993
462,2025-09-19 03:00:00,4577.28,4593.764942954757,4594.940987072667,死叉,230.125,32.51000000000022
463,2025-09-20 14:30:00,4487.18,4471.6308448615,4471.38192552132,金叉,231.60416666666666,90.09999999999945
464,2025-09-21 02:00:00,4475.87,4482.823424314247,4482.998246358782,死叉,232.08333333333334,11.3100000000004
465,2025-09-21 15:30:00,4482.8,4474.436586763309,4473.442877756337,金叉,232.64583333333334,6.930000000000291
466,2025-09-21 22:00:00,4457.63,4475.407164192976,4477.377621414151,死叉,232.91666666666666,25.170000000000073
467,2025-09-23 06:30:00,4205.56,4187.6598403061125,4186.679048771875,金叉,234.27083333333334,252.0699999999997
468,2025-09-23 14:00:00,4185.18,4191.233584769839,4191.772539860596,死叉,234.58333333333334,20.38000000000011
469,2025-09-24 01:30:00,4189.71,4179.219658567739,4177.798121387857,金叉,235.0625,4.529999999999745
470,2025-09-24 02:30:00,4169.68,4176.494181483353,4176.943821491647,死叉,235.10416666666666,20.029999999999745
471,2025-09-24 08:30:00,4175.2,4169.659890915941,4169.213499119121,金叉,235.35416666666666,5.519999999999527
472,2025-09-24 13:30:00,4150.29,4172.060619811541,4172.243735167499,死叉,235.5625,24.909999999999854
473,2025-09-24 14:30:00,4193.59,4176.473596679387,4173.858291467334,金叉,235.60416666666666,43.30000000000018
474,2025-09-24 19:00:00,4162.9,4174.277236094937,4174.537502247198,死叉,235.79166666666666,30.69000000000051
475,2025-09-26 03:30:00,3965.32,3941.5430483279615,3940.5009923634716,金叉,237.14583333333334,197.57999999999947
476,2025-09-26 06:30:00,3921.14,3938.035488380886,3940.2262633125683,死叉,237.27083333333334,44.18000000000029
477,2025-09-26 14:00:00,3940.68,3928.642025829326,3928.2009013798215,金叉,237.58333333333334,19.539999999999964
478,2025-09-27 08:30:00,3985.87,4007.0682665019235,4008.8044782958523,死叉,238.35416666666666,45.190000000000055
479,2025-09-27 12:30:00,4028.92,4007.2011193176845,4006.5476127318616,金叉,238.52083333333334,43.05000000000018
480,2025-09-27 17:00:00,3989.61,4008.1032100825173,4008.9125651799186,死叉,238.70833333333334,39.309999999999945
481,2025-09-27 21:30:00,4014.73,4006.8358113453423,4006.7382906326757,金叉,238.89583333333334,25.11999999999989
482,2025-09-28 02:00:00,4004.61,4010.5995400905294,4010.6231301400067,死叉,239.08333333333334,10.11999999999989
483,2025-09-28 14:30:00,4024.64,4006.345434782539,4003.684441290484,金叉,239.60416666666666,20.029999999999745
484,2025-09-30 08:00:00,4177.71,4188.131901100928,4188.15031582903,死叉,241.33333333333334,153.07000000000016
485,2025-09-30 21:00:00,4175.55,4152.190202197899,4148.5623340789525,金叉,241.875,2.1599999999998545
486,2025-09-30 23:30:00,4145.15,4147.449906256208,4147.734069608213,死叉,241.97916666666666,30.400000000000546
487,2025-10-01 01:30:00,4171.33,4151.766313602544,4149.022843967078,金叉,242.0625,26.18000000000029
488,2025-10-01 03:30:00,4128.66,4147.117562051602,4148.25635862615,死叉,242.14583333333334,42.67000000000007
489,2025-10-01 08:00:00,4166.25,4146.471598303467,4146.470179960874,金叉,242.33333333333334,37.590000000000146
490,2025-10-03 08:00:00,4449.38,4469.992588176038,4470.386300484185,死叉,244.33333333333334,283.1300000000001
491,2025-10-03 09:00:00,4475.58,4470.508056432665,4470.485950346523,金叉,244.375,26.199999999999818
492,2025-10-04 01:30:00,4479.67,4501.773288131171,4503.441467298845,死叉,245.0625,4.0900000000001455
493,2025-10-04 06:30:00,4506.77,4499.723483220525,4499.167800841616,金叉,245.27083333333334,27.100000000000364
494,2025-10-04 08:00:00,4494.1,4498.40610340891,4498.785687555264,死叉,245.33333333333334,12.670000000000073
495,2025-10-04 22:30:00,4489.6,4481.1469212541,4479.897480527658,金叉,245.9375,4.5
496,2025-10-05 15:30:00,4532.0,4540.589232897395,4540.82471780744,死叉,246.64583333333334,42.399999999999636
497,2025-10-06 02:30:00,4538.32,4521.005119885353,4520.263015651539,金叉,247.10416666666666,6.319999999999709
498,2025-10-07 08:30:00,4670.36,4677.467925175095,4678.220246040707,死叉,248.35416666666666,132.03999999999996
499,2025-10-07 10:00:00,4687.29,4679.43645768965,4678.765897697813,金叉,248.41666666666666,16.93000000000029
500,2025-10-07 14:30:00,4592.84,4674.744204208434,4682.687283160676,死叉,248.60416666666666,94.44999999999982
501,2025-10-08 17:00:00,4539.36,4485.692203631493,4481.017216260582,金叉,249.70833333333334,53.48000000000047
502,2025-10-09 02:00:00,4447.45,4493.685416836517,4500.439852848,死叉,250.08333333333334,91.90999999999985
503,2025-10-09 23:30:00,4368.09,4357.168651269231,4356.577178170854,金叉,250.97916666666666,79.35999999999967
504,2025-10-10 04:30:00,4344.49,4359.228358930769,4361.154357603628,死叉,251.1875,23.600000000000364
505,2025-10-12 04:30:00,3801.9,3770.0348391026973,3769.3278570067773,金叉,253.1875,542.5899999999997
506,2025-10-13 11:30:00,4080.39,4125.489500096675,4128.51183070719,死叉,254.47916666666666,278.4899999999998
507,2025-10-13 16:00:00,4152.48,4126.518850843312,4125.444996992502,金叉,254.66666666666666,72.08999999999969
508,2025-10-14 03:00:00,4141.33,4201.386958445304,4204.633219307505,死叉,255.125,11.149999999999636
